,Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
9887,Jessore,1959,7,34.3,26,211,89,2.955555556,6.2,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1959.07
9953,Jessore,1959,8,33.3,25.7,478,91,2.637037037,6.3,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1959.08
10019,Jessore,1959,9,33.3,25.4,276,92,2.17962963,6.9,4.761702128,41936,420062.7,562498.8,23.17,89.22,7,1959.09
10085,Jessore,1959,10,32.8,23.8,511,90,1.077777778,5,6.574468085,41936,420062.7,562498.8,23.17,89.22,7,1959.1
10151,Jessore,1959,11,32.6,16.5,0,77,0.7537037037,0.7,7.253191489,41936,420062.7,562498.8,23.17,89.22,7,1959.11
10217,Jessore,1959,12,30.6,12.4,0,77,0.7666666667,0.7,6.763829787,41936,420062.7,562498.8,23.17,89.22,7,1959.12
10763,Khulna,1959,1,30.6,14.1,36,76,0.7,0.7,7.36,41947,456632.4,521635.7,22.8,89.58,4,1959.01
10829,Khulna,1959,2,32.2,16.4,25,68,0.7981481481,0.8,8.033333333,41947,456632.4,521635.7,22.8,89.58,4,1959.02
10895,Khulna,1959,3,36.5,21.3,46,75,1.305555556,2,8.276666667,41947,456632.4,521635.7,22.8,89.58,4,1959.03
10961,Khulna,1959,4,37.7,25.1,69,80,1.938888889,2.3,8.533333333,41947,456632.4,521635.7,22.8,89.58,4,1959.04
11027,Khulna,1959,5,37,25.8,352,81,1.914814815,4,7.506666667,41947,456632.4,521635.7,22.8,89.58,4,1959.05
11093,Khulna,1959,6,35.1,26.2,257,85,1.72037037,5.2,4.546666667,41947,456632.4,521635.7,22.8,89.58,4,1959.06
11159,Khulna,1959,7,33.4,26.2,463,90,1.596296296,6.7,3.89,41947,456632.4,521635.7,22.8,89.58,4,1959.07
11225,Khulna,1959,8,32.8,25.9,402,88,1.583333333,6.4,4.363333333,41947,456632.4,521635.7,22.8,89.58,4,1959.08
11291,Khulna,1959,9,33.4,25.6,439,90,1.107407407,6,4.906666667,41947,456632.4,521635.7,22.8,89.58,4,1959.09
11357,Khulna,1959,10,33.2,24.3,532,87,0.6611111111,3.9,6.9,41947,456632.4,521635.7,22.8,89.58,4,1959.1
11423,Khulna,1959,11,31,18.9,0,74,0.4925925926,0.3,7.656666667,41947,456632.4,521635.7,22.8,89.58,4,1959.11
11489,Khulna,1959,12,30.9,15.2,0,76,0.5722222222,0.4,7.453333333,41947,456632.4,521635.7,22.8,89.58,4,1959.12
12440,Maijdee Court,1959,1,32.1,13.4,101,76,0.5333333333,0.9,7.068965517,41953,610851.8,524433.6,22.83,91.08,6,1959.01
12503,Maijdee Court,1959,2,29.9,15.7,63,78,0.7555555556,1.1,7.817241379,41953,610851.8,524433.6,22.83,91.08,6,1959.02
12566,Maijdee Court,1959,3,35.2,20.1,216,80,1.122222222,2.2,7.84137931,41953,610851.8,524433.6,22.83,91.08,6,1959.03
12629,Maijdee Court,1959,4,36.1,24.6,29,78,1.751851852,2.8,7.803448276,41953,610851.8,524433.6,22.83,91.08,6,1959.04
12692,Maijdee Court,1959,5,34.9,25.1,467,82,1.703703704,4.4,6.513793103,41953,610851.8,524433.6,22.83,91.08,6,1959.05
12755,Maijdee Court,1959,6,33.7,25.7,613,88,1.998148148,6.2,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1959.06
12818,Maijdee Court,1959,7,33.2,25.5,775,85,2,6.6,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1959.07
12881,Maijdee Court,1959,8,32.4,25.3,502,87,1.77962963,5.7,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1959.08
12944,Maijdee Court,1959,9,32.7,25.1,424,89,1.266666667,6.1,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1959.09
13007,Maijdee Court,1959,10,32.1,23.9,358,88,0.8148148148,3.5,6.631034483,41953,610851.8,524433.6,22.83,91.08,6,1959.1
13070,Maijdee Court,1959,11,29.4,18.1,0,83,0.5537037037,0.2,7.6,41953,610851.8,524433.6,22.83,91.08,6,1959.11
13133,Maijdee Court,1959,12,28.9,14.3,0,84,0.4574074074,0.4,7.251724138,41953,610851.8,524433.6,22.83,91.08,6,1959.12
13499,Mymensingh,1959,1,27.7,12.3,18,81,0.5944444444,1.3,6.134285714,41886,540975.3,737535.8,24.75,90.41,19,1959.01
13565,Mymensingh,1959,2,31,13.4,0,69,0.7925925926,1,7.26,41886,540975.3,737535.8,24.75,90.41,19,1959.02
13631,Mymensingh,1959,3,37.6,17.7,158,63,1.17037037,2,7.177142857,41886,540975.3,737535.8,24.75,90.41,19,1959.03
13697,Mymensingh,1959,4,37.7,23.4,45,71,1.72037037,3.7,7.017142857,41886,540975.3,737535.8,24.75,90.41,19,1959.04
13763,Mymensingh,1959,5,37.1,23.4,372,80,1.692592593,5.7,6.122857143,41886,540975.3,737535.8,24.75,90.41,19,1959.05
13829,Mymensingh,1959,6,35.3,25.2,505,87,1.7,6.3,4.02,41886,540975.3,737535.8,24.75,90.41,19,1959.06
13895,Mymensingh,1959,7,34.3,25.7,194,86,1.544444444,6.5,3.691428571,41886,540975.3,737535.8,24.75,90.41,19,1959.07
13961,Mymensingh,1959,8,36.8,25.7,931,86,1.411111111,6.1,4.377142857,41886,540975.3,737535.8,24.75,90.41,19,1959.08
14027,Mymensingh,1959,9,33.9,25.2,180,86,1.114814815,6,4.231428571,41886,540975.3,737535.8,24.75,90.41,19,1959.09
14093,Mymensingh,1959,10,37.2,22.7,626,86,0.7,4.4,6.52,41886,540975.3,737535.8,24.75,90.41,19,1959.1
14159,Mymensingh,1959,11,30.3,18,0,78,0.4833333333,0.8,7.522857143,41886,540975.3,737535.8,24.75,90.41,19,1959.11
14225,Mymensingh,1959,12,35.4,14.1,0,80,0.4407407407,0.7,6.637142857,41886,540975.3,737535.8,24.75,90.41,19,1959.12
15374,Rangamati,1959,1,30.5,10.4,0,79,0.8351851852,1.6,7.481481481,41966,725903.3,508021.9,22.67,92.2,63,1959.01
15431,Rangamati,1959,2,29.5,13.8,39,78,0.9796296296,2.5,8.244444444,41966,725903.3,508021.9,22.67,92.2,63,1959.02
15488,Rangamati,1959,3,37.7,17,105,75,1.390740741,2.1,7.888888889,41966,725903.3,508021.9,22.67,92.2,63,1959.03
15545,Rangamati,1959,4,37.3,22.5,8,68,1.781481481,3.4,7.9,41966,725903.3,508021.9,22.67,92.2,63,1959.04
15602,Rangamati,1959,5,36.6,23.9,253,74,1.566666667,4.6,6.322222222,41966,725903.3,508021.9,22.67,92.2,63,1959.05
15659,Rangamati,1959,6,35.3,24,359,85,1.561111111,6.1,4.381481481,41966,725903.3,508021.9,22.67,92.2,63,1959.06
15716,Rangamati,1959,7,34.4,24.7,288,87,1.592592593,6.4,3.748148148,41966,725903.3,508021.9,22.67,92.2,63,1959.07
15773,Rangamati,1959,8,33,24.5,412,90,1.351851852,6.3,4.744444444,41966,725903.3,508021.9,22.67,92.2,63,1959.08
15830,Rangamati,1959,9,36.1,24.4,174,89,1.055555556,5.9,5.3,41966,725903.3,508021.9,22.67,92.2,63,1959.09
15887,Rangamati,1959,10,32.4,23,389,90,0.8759259259,5.5,6.596296296,41966,725903.3,508021.9,22.67,92.2,63,1959.1
15944,Rangamati,1959,11,31.3,15.6,0,86,0.7833333333,2.4,7.414814815,41966,725903.3,508021.9,22.67,92.2,63,1959.11
16001,Rangamati,1959,12,28.8,13.2,49,88,0.7648148148,5,7.448148148,41966,725903.3,508021.9,22.67,92.2,63,1959.12
16058,Rangpur,1959,1,25.6,11.5,29,83,0.7537037037,2,6.282857143,41859,426172.9,844822.3,25.72,89.26,34,1959.01
16115,Rangpur,1959,2,28.3,12.1,0,75,0.9240740741,0.7,7.614285714,41859,426172.9,844822.3,25.72,89.26,34,1959.02
16172,Rangpur,1959,3,35,16.5,257,69,1.362962963,1.4,7.854285714,41859,426172.9,844822.3,25.72,89.26,34,1959.03
16229,Rangpur,1959,4,36.8,22.6,102,73,1.807407407,2.7,7.171428571,41859,426172.9,844822.3,25.72,89.26,34,1959.04
16286,Rangpur,1959,5,34.4,23.3,366,83,1.594444444,5.1,6.634285714,41859,426172.9,844822.3,25.72,89.26,34,1959.05
16343,Rangpur,1959,6,34.4,24.9,583,87,1.542592593,6,4.894285714,41859,426172.9,844822.3,25.72,89.26,34,1959.06
16400,Rangpur,1959,7,35,26.3,357,84,1.474074074,5.6,4.348571429,41859,426172.9,844822.3,25.72,89.26,34,1959.07
16457,Rangpur,1959,8,35,26.3,275,86,1.383333333,5.5,5.145714286,41859,426172.9,844822.3,25.72,89.26,34,1959.08
16514,Rangpur,1959,9,34.2,25.4,90,86,1.174074074,5.1,5.2,41859,426172.9,844822.3,25.72,89.26,34,1959.09
16571,Rangpur,1959,10,32.2,22.8,586,89,0.9296296296,4.3,7.154285714,41859,426172.9,844822.3,25.72,89.26,34,1959.1
16628,Rangpur,1959,11,30,16.2,0,83,0.8518518519,0.5,7.925714286,41859,426172.9,844822.3,25.72,89.26,34,1959.11
16685,Rangpur,1959,12,26.7,12.5,103,83,0.7148148148,0.7,6.871428571,41859,426172.9,844822.3,25.72,89.26,34,1959.12
17363,Satkhira,1959,1,30,13.5,18,80,0.9,0.7,7.14,41946,404211.7,508367.2,22.68,89.07,6,1959.01
17429,Satkhira,1959,2,33.3,14.6,15,69,1.011111111,0.3,7.953333333,41946,404211.7,508367.2,22.68,89.07,6,1959.02
17495,Satkhira,1959,3,36.9,20.2,37,69,1.348148148,0.7,8.256666667,41946,404211.7,508367.2,22.68,89.07,6,1959.03
17561,Satkhira,1959,4,37.3,25,80,76,1.966666667,0.8,8.656666667,41946,404211.7,508367.2,22.68,89.07,6,1959.04
17627,Satkhira,1959,5,37.6,26.1,307,76,1.925925926,1,7.856666667,41946,404211.7,508367.2,22.68,89.07,6,1959.05
17693,Satkhira,1959,6,36.7,26.2,336,84,1.701851852,1.1,4.386666667,41946,404211.7,508367.2,22.68,89.07,6,1959.06
17759,Satkhira,1959,7,34.5,26.1,407,88,1.514814815,2.5,3.93,41946,404211.7,508367.2,22.68,89.07,6,1959.07
17825,Satkhira,1959,8,33.4,25.9,430,88,1.364814815,2,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1959.08
17891,Satkhira,1959,9,33.6,25.6,399,90,1.140740741,2.3,4.913333333,41946,404211.7,508367.2,22.68,89.07,6,1959.09
17957,Satkhira,1959,10,32.7,24.1,373,88,0.8648148148,2.5,6.62,41946,404211.7,508367.2,22.68,89.07,6,1959.1
18023,Satkhira,1959,11,31.1,17.6,0,76,0.812962963,0.6,7.263333333,41946,404211.7,508367.2,22.68,89.07,6,1959.11
18089,Satkhira,1959,12,28.3,13.7,0,74,0.8851851852,0.8,7.113333333,41946,404211.7,508367.2,22.68,89.07,6,1959.12
18599,Srimangal,1959,1,29.7,9.5,69,85,0.4648148148,1.8,6.710714286,41915,675761.6,687095.9,24.29,91.73,23,1959.01
18665,Srimangal,1959,2,29.8,9.8,52,77,0.7351851852,1.7,7.878571429,41915,675761.6,687095.9,24.29,91.73,23,1959.02
18731,Srimangal,1959,3,36.8,15.3,185,71,1.07037037,2.2,7.525,41915,675761.6,687095.9,24.29,91.73,23,1959.03
18797,Srimangal,1959,4,37.5,20.4,123,70,1.187037037,3.6,7.571428571,41915,675761.6,687095.9,24.29,91.73,23,1959.04
18863,Srimangal,1959,5,37.7,21.9,335,78,0.9851851852,5.1,6.178571429,41915,675761.6,687095.9,24.29,91.73,23,1959.05
18929,Srimangal,1959,6,36.7,23.6,502,85,0.9148148148,6.3,4.346428571,41915,675761.6,687095.9,24.29,91.73,23,1959.06
18995,Srimangal,1959,7,35.1,24.6,403,86,1.059259259,6.2,4.325,41915,675761.6,687095.9,24.29,91.73,23,1959.07
19061,Srimangal,1959,8,34.2,24.7,457,85,0.7962962963,5.7,4.939285714,41915,675761.6,687095.9,24.29,91.73,23,1959.08
19127,Srimangal,1959,9,34.9,23.9,232,88,0.6074074074,6.1,5.028571429,41915,675761.6,687095.9,24.29,91.73,23,1959.09
19193,Srimangal,1959,10,32.6,21.5,219,88,0.4814814815,5.4,6.714285714,41915,675761.6,687095.9,24.29,91.73,23,1959.1
19259,Srimangal,1959,11,30.3,13.8,0,84,0.3851851852,0.6,7.885714286,41915,675761.6,687095.9,24.29,91.73,23,1959.11
19325,Srimangal,1959,12,28.5,10.2,0,86,0.3092592593,1,7.164285714,41915,675761.6,687095.9,24.29,91.73,23,1959.12
19659,Sylhet,1959,1,28.2,12.8,20,75,1.344444444,1.9,7.715384615,41891,694533.2,752277.9,24.88,91.93,35,1959.01
19717,Sylhet,1959,2,27.6,13.3,15,71,1.635185185,2,8.119230769,41891,694533.2,752277.9,24.88,91.93,35,1959.02
19775,Sylhet,1959,3,35.4,17.9,124,71,1.964814815,2.4,7.734615385,41891,694533.2,752277.9,24.88,91.93,35,1959.03
19833,Sylhet,1959,4,34.6,22.1,261,77,1.914814815,3.8,6.863461538,41891,694533.2,752277.9,24.88,91.93,35,1959.04
19891,Sylhet,1959,5,34.1,22.3,800,85,1.668518519,6,6.025,41891,694533.2,752277.9,24.88,91.93,35,1959.05
19949,Sylhet,1959,6,35.1,24.6,1106,90,1.566666667,6.5,3.644230769,41891,694533.2,752277.9,24.88,91.93,35,1959.06
20007,Sylhet,1959,7,34.3,25.2,472,86,1.512962963,6.4,3.719230769,41891,694533.2,752277.9,24.88,91.93,35,1959.07
20065,Sylhet,1959,8,34.3,25.4,600,87,1.390740741,6.1,4.473076923,41891,694533.2,752277.9,24.88,91.93,35,1959.08
20123,Sylhet,1959,9,34.2,24.6,710,87,1.175925926,6.1,4.711538462,41891,694533.2,752277.9,24.88,91.93,35,1959.09
20181,Sylhet,1959,10,31.7,22.2,481,88,1.107407407,5.2,6.925,41891,694533.2,752277.9,24.88,91.93,35,1959.1
20239,Sylhet,1959,11,29.2,16.9,0,77,1.168518519,1.2,8.15,41891,694533.2,752277.9,24.88,91.93,35,1959.11
20297,Sylhet,1959,12,28.1,13.9,0,75,1.214814815,1,8.003846154,41891,694533.2,752277.9,24.88,91.93,35,1959.12
9,Barisal,1958,1,31.1,15.5,0,77,0.4537037037,1.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1958.01
74,Barisal,1958,2,30.5,16.6,12,75,0.6592592593,2.3,8.314893617,41950,536809.8,510151.9,22.7,90.36,4,1958.02
139,Barisal,1958,3,33.6,16.5,51,73,1.085185185,2.4,8.131914894,41950,536809.8,510151.9,22.7,90.36,4,1958.03
204,Barisal,1958,4,36.6,24.5,129,79,1.772222222,3,8.219148936,41950,536809.8,510151.9,22.7,90.36,4,1958.04
269,Barisal,1958,5,36.1,26.2,289,83,1.703703704,4,7.046808511,41950,536809.8,510151.9,22.7,90.36,4,1958.05
334,Barisal,1958,6,35.5,27,171,84,1.631481481,4.9,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1958.06
399,Barisal,1958,7,33.3,26.2,414,90,1.57037037,6,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1958.07
464,Barisal,1958,8,33.4,26.1,268,88,1.32962963,5.6,4.272340426,41950,536809.8,510151.9,22.7,90.36,4,1958.08
529,Barisal,1958,9,34.4,26,321,85,0.937037037,5.4,4.823404255,41950,536809.8,510151.9,22.7,90.36,4,1958.09
594,Barisal,1958,10,33.8,25.5,208,86,0.4907407407,3.3,7,41950,536809.8,510151.9,22.7,90.36,4,1958.1
659,Barisal,1958,11,32.2,21.2,0,86,0.312962963,1.7,7.85106383,41950,536809.8,510151.9,22.7,90.36,4,1958.11
724,Barisal,1958,12,28.8,16.7,0,78,0.337037037,0.8,7.725531915,41950,536809.8,510151.9,22.7,90.36,4,1958.12
1366,Bogra,1958,1,29.8,12.9,1,69,0.8759259259,1.1,7.296226415,41883,435303.7,751187.5,24.88,89.36,20,1958.01
1432,Bogra,1958,2,37.8,13.4,49,62,1.022222222,1.7,8.267924528,41883,435303.7,751187.5,24.88,89.36,20,1958.02
1498,Bogra,1958,3,43.5,17.2,254,48,1.340740741,1.4,8.573584906,41883,435303.7,751187.5,24.88,89.36,20,1958.03
1564,Bogra,1958,4,40.5,23.5,43,59,1.740740741,2.5,8.009433962,41883,435303.7,751187.5,24.88,89.36,20,1958.04
1630,Bogra,1958,5,43.9,24.9,121,76,1.781481481,3.7,7.303773585,41883,435303.7,751187.5,24.88,89.36,20,1958.05
1696,Bogra,1958,6,43.4,26.3,161,79,1.701851852,4.7,4.939622642,41883,435303.7,751187.5,24.88,89.36,20,1958.06
1762,Bogra,1958,7,37.8,26.7,372,83,1.577777778,5.5,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1958.07
1828,Bogra,1958,8,34.7,26.1,442,88,1.424074074,6.2,5.001886792,41883,435303.7,751187.5,24.88,89.36,20,1958.08
1894,Bogra,1958,9,33.4,26.5,303,85,1.205555556,5,5.447169811,41883,435303.7,751187.5,24.88,89.36,20,1958.09
1960,Bogra,1958,10,34,24.3,83,82,0.8092592593,3.4,7.4,41883,435303.7,751187.5,24.88,89.36,20,1958.1
2026,Bogra,1958,11,32.1,18.4,5,77,0.6314814815,1.1,8.194339623,41883,435303.7,751187.5,24.88,89.36,20,1958.11
2092,Bogra,1958,12,28.7,14.5,0,78,0.6851851852,0.9,7.596226415,41883,435303.7,751187.5,24.88,89.36,20,1958.12
2805,Chittagong (IAP-Patenga),1958,1,29.4,15.1,6,73,1.568518519,1,8.296226415,41978,684570.9,471415,22.34,91.79,6,1958.01
2870,Chittagong (IAP-Patenga),1958,2,29.9,16.1,4,77,1.951851852,1.7,8.481132075,41978,684570.9,471415,22.34,91.79,6,1958.02
2935,Chittagong (IAP-Patenga),1958,3,35.8,20.4,0,70,2.748148148,1.4,8.20754717,41978,684570.9,471415,22.34,91.79,6,1958.03
3000,Chittagong (IAP-Patenga),1958,4,34.4,24.8,38,81,3.905555556,2.6,8.249056604,41978,684570.9,471415,22.34,91.79,6,1958.04
3065,Chittagong (IAP-Patenga),1958,5,33.9,25.8,158,83,3.762962963,3.8,7.128301887,41978,684570.9,471415,22.34,91.79,6,1958.05
3130,Chittagong (IAP-Patenga),1958,6,34.9,26.4,234,82,4.477777778,5.5,4.254716981,41978,684570.9,471415,22.34,91.79,6,1958.06
3195,Chittagong (IAP-Patenga),1958,7,34.8,25.5,265,85,4.577777778,6,4.28490566,41978,684570.9,471415,22.34,91.79,6,1958.07
3260,Chittagong (IAP-Patenga),1958,8,33.7,25,455,85,4.088888889,6.3,4.886792453,41978,684570.9,471415,22.34,91.79,6,1958.08
3325,Chittagong (IAP-Patenga),1958,9,33.3,25,503,85,2.955555556,6.2,5.824528302,41978,684570.9,471415,22.34,91.79,6,1958.09
3390,Chittagong (IAP-Patenga),1958,10,35.1,24.8,153,84,1.764814815,4.3,7.056603774,41978,684570.9,471415,22.34,91.79,6,1958.1
3455,Chittagong (IAP-Patenga),1958,11,32.1,20.3,0,77,1.325925926,2,7.91509434,41978,684570.9,471415,22.34,91.79,6,1958.11
3520,Chittagong (IAP-Patenga),1958,12,29.8,16,1,75,1.340740741,1,8.012,41978,684570.9,471415,22.34,91.79,6,1958.12
3886,Comilla,1958,1,30.9,13.2,3,76,0.7425925926,1.4,6.921212121,41933,621445.2,596963.4,23.48,91.19,10,1958.01
3952,Comilla,1958,2,31,14.6,91,72,0.9833333333,2.6,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1958.02
4018,Comilla,1958,3,37.6,19,44,64,1.581481481,1.7,7.912121212,41933,621445.2,596963.4,23.48,91.19,10,1958.03
4084,Comilla,1958,4,37.1,23.9,118,75,2.374074074,3.1,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1958.04
4150,Comilla,1958,5,35.9,25.6,240,83,2.285185185,4.2,6.587878788,41933,621445.2,596963.4,23.48,91.19,10,1958.05
4216,Comilla,1958,6,35.9,25.8,233,84,2.501851852,4.7,4.927272727,41933,621445.2,596963.4,23.48,91.19,10,1958.06
4282,Comilla,1958,7,34.4,25.6,251,85,2.481481481,5.4,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1958.07
4348,Comilla,1958,8,33.9,25.5,373,86,2.209259259,5.9,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1958.08
4414,Comilla,1958,9,34.9,25.4,239,85,1.537037037,5.3,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1958.09
4480,Comilla,1958,10,35,24.1,255,85,0.912962963,4.2,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1958.1
4546,Comilla,1958,11,32.2,19.4,5,78,0.5944444444,1.4,7.812121212,41933,621445.2,596963.4,23.48,91.19,10,1958.11
4612,Comilla,1958,12,30,14.2,0,78,0.5907407407,0.6,6.990909091,41933,621445.2,596963.4,23.48,91.19,10,1958.12
4678,Cox's Bazar,1958,1,30.8,15.3,0,74,1.953703704,1.2,9.047169811,41992,705183,374324.6,21.46,91.98,4,1958.01
4744,Cox's Bazar,1958,2,31.2,15.9,10,76,2.107407407,1.8,9.3,41992,705183,374324.6,21.46,91.98,4,1958.02
4810,Cox's Bazar,1958,3,34.6,20,0,79,2.261111111,1.8,8.998113208,41992,705183,374324.6,21.46,91.98,4,1958.03
4876,Cox's Bazar,1958,4,33.8,24.4,23,79,2.614814815,3.6,8.930188679,41992,705183,374324.6,21.46,91.98,4,1958.04
4942,Cox's Bazar,1958,5,34.3,26.1,95,81,2.774074074,4.7,7.452830189,41992,705183,374324.6,21.46,91.98,4,1958.05
5008,Cox's Bazar,1958,6,34.6,26,379,86,3.238888889,6.4,4.033962264,41992,705183,374324.6,21.46,91.98,4,1958.06
5074,Cox's Bazar,1958,7,32.7,25,831,90,3.298148148,7,3.724528302,41992,705183,374324.6,21.46,91.98,4,1958.07
5140,Cox's Bazar,1958,8,32.2,25,504,89,2.898148148,6.9,4.483018868,41992,705183,374324.6,21.46,91.98,4,1958.08
5206,Cox's Bazar,1958,9,33.8,25,421,88,2.190740741,6.7,5.873584906,41992,705183,374324.6,21.46,91.98,4,1958.09
5272,Cox's Bazar,1958,10,34.4,24.6,153,83,1.635185185,4.3,7.533962264,41992,705183,374324.6,21.46,91.98,4,1958.1
5338,Cox's Bazar,1958,11,32.7,21.3,15,75,1.518518519,3.3,8.562264151,41992,705183,374324.6,21.46,91.98,4,1958.11
5404,Cox's Bazar,1958,12,31.1,16.5,13,75,1.614814815,1.4,8.558490566,41992,705183,374324.6,21.46,91.98,4,1958.12
5465,Dhaka,1958,1,30.6,12.6,0,71,0.7259259259,1.8,7.343396226,41923,540098.6,629248.4,23.78,90.39,9,1958.01
5526,Dhaka,1958,2,31,14.8,95,70,0.9240740741,2.5,8.130188679,41923,540098.6,629248.4,23.78,90.39,9,1958.02
5587,Dhaka,1958,3,36.6,18.7,5,55,1.403703704,2.1,8.211320755,41923,540098.6,629248.4,23.78,90.39,9,1958.03
5648,Dhaka,1958,4,37.3,24.5,64,70,2.137037037,3.7,8.132075472,41923,540098.6,629248.4,23.78,90.39,9,1958.04
5709,Dhaka,1958,5,36.1,25.9,200,81,1.855555556,5.4,7.343396226,41923,540098.6,629248.4,23.78,90.39,9,1958.05
5770,Dhaka,1958,6,35.9,27,161,84,1.87962963,5.9,4.667924528,41923,540098.6,629248.4,23.78,90.39,9,1958.06
5831,Dhaka,1958,7,33.8,26.4,184,86,1.807407407,6.9,4.496226415,41923,540098.6,629248.4,23.78,90.39,9,1958.07
5892,Dhaka,1958,8,33.4,26.3,267,86,1.57962963,6.8,5.111320755,41923,540098.6,629248.4,23.78,90.39,9,1958.08
5953,Dhaka,1958,9,33.4,26.2,91,85,1.142592593,6.1,5.156603774,41923,540098.6,629248.4,23.78,90.39,9,1958.09
6014,Dhaka,1958,10,33.9,24.4,191,83,0.7148148148,4.8,6.903773585,41923,540098.6,629248.4,23.78,90.39,9,1958.1
6075,Dhaka,1958,11,33.1,18.5,0,77,0.5555555556,2.6,7.822641509,41923,540098.6,629248.4,23.78,90.39,9,1958.11
6136,Dhaka,1958,12,29.6,13.4,0,77,0.562962963,1.7,7.49245283,41923,540098.6,629248.4,23.78,90.39,9,1958.12
6202,Dinajpur,1958,1,28.3,11.6,0,74,0.6240740741,0.8,5.572,41863,365790.2,834718,25.63,88.66,37,1958.01
6268,Dinajpur,1958,2,31.7,12.6,0,63,0.7296296296,1.1,7.232,41863,365790.2,834718,25.63,88.66,37,1958.02
6334,Dinajpur,1958,3,37.2,16.5,16,47,1.007407407,0.8,8.076,41863,365790.2,834718,25.63,88.66,37,1958.03
6400,Dinajpur,1958,4,37.2,22.3,39,53,1.155555556,1.8,7.424,41863,365790.2,834718,25.63,88.66,37,1958.04
6466,Dinajpur,1958,5,36.7,24.7,98,68,1.027777778,3.1,6.848,41863,365790.2,834718,25.63,88.66,37,1958.05
6532,Dinajpur,1958,6,37.2,25.6,346,77,1.024074074,4,5.228,41863,365790.2,834718,25.63,88.66,37,1958.06
6598,Dinajpur,1958,7,35,26.6,207,84,0.9555555556,5.2,4.288,41863,365790.2,834718,25.63,88.66,37,1958.07
6664,Dinajpur,1958,8,34.4,25.9,502,89,0.8851851852,6.5,5.208,41863,365790.2,834718,25.63,88.66,37,1958.08
6730,Dinajpur,1958,9,35,26.1,203,85,0.7537037037,3.7,5.184,41863,365790.2,834718,25.63,88.66,37,1958.09
6796,Dinajpur,1958,10,33.9,23.5,77,82,0.5425925926,1.6,6.916,41863,365790.2,834718,25.63,88.66,37,1958.1
6862,Dinajpur,1958,11,31.1,17.4,0,77,0.4851851852,0.3,7.7,41863,365790.2,834718,25.63,88.66,37,1958.11
6928,Dinajpur,1958,12,30.6,13,0,78,0.4592592593,0.3,6.392,41863,365790.2,834718,25.63,88.66,37,1958.12
6994,Faridpur,1958,1,29.9,13.2,0,75,0.7462962963,1.8,6.986206897,41929,483877.3,610719.3,23.61,89.84,9,1958.01
7060,Faridpur,1958,2,30.5,14.4,36,73,0.8185185185,2.6,7.965517241,41929,483877.3,610719.3,23.61,89.84,9,1958.02
7126,Faridpur,1958,3,36.8,18.3,34,55,1.331481481,2.3,7.879310345,41929,483877.3,610719.3,23.61,89.84,9,1958.03
7192,Faridpur,1958,4,37.6,23.6,196,75,2.111111111,3.9,8.04137931,41929,483877.3,610719.3,23.61,89.84,9,1958.04
7258,Faridpur,1958,5,37.6,24.7,194,80,2.016666667,4.6,7.020689655,41929,483877.3,610719.3,23.61,89.84,9,1958.05
7324,Faridpur,1958,6,35.7,25.9,119,86,1.833333333,6,5,41929,483877.3,610719.3,23.61,89.84,9,1958.06
7390,Faridpur,1958,7,33.3,25.7,162,87,1.774074074,6.4,4.431034483,41929,483877.3,610719.3,23.61,89.84,9,1958.07
7456,Faridpur,1958,8,32.7,26.4,226,87,1.640740741,6.7,4.95862069,41929,483877.3,610719.3,23.61,89.84,9,1958.08
7522,Faridpur,1958,9,33.3,26.3,92,87,1.375925926,6.4,5.14137931,41929,483877.3,610719.3,23.61,89.84,9,1958.09
7588,Faridpur,1958,10,33.7,24.8,364,84,0.862962963,4.9,6.906896552,41929,483877.3,610719.3,23.61,89.84,9,1958.1
7654,Faridpur,1958,11,31.3,19.7,0,79,0.6592592593,2.2,7.720689655,41929,483877.3,610719.3,23.61,89.84,9,1958.11
7720,Faridpur,1958,12,27.7,14.9,0,79,0.6574074074,1.2,7.234482759,41929,483877.3,610719.3,23.61,89.84,9,1958.12
9490,Jessore,1958,1,31.7,12.6,9,75,1.005555556,1.6,6.974468085,41936,420062.7,562498.8,23.17,89.22,7,1958.01
